STRUCTURE,STRUCTURE_ID,ACTION,FREQ,REF_AREA,INDICATOR,SEX,AGE,URBANISATION,UNIT_MEASURE,COMP_BREAKDOWN_1,COMP_BREAKDOWN_2,COMP_BREAKDOWN_3,UNIT_TYPE,DATABASE_ID,TIME_FORMAT,UNIT_MULT,DATA_SOURCE,OBS_CONF,OBS_STATUS,FREQ_LABEL,REF_AREA_LABEL,INDICATOR_LABEL,SEX_LABEL,AGE_LABEL,URBANISATION_LABEL,UNIT_MEASURE_LABEL,COMP_BREAKDOWN_1_LABEL,COMP_BREAKDOWN_2_LABEL,COMP_BREAKDOWN_3_LABEL,UNIT_TYPE_LABEL,DATABASE_ID_LABEL,TIME_FORMAT_LABEL,UNIT_MULT_LABEL,OBS_STATUS_LABEL,DATA_SOURCE_LABEL,OBS_CONF_LABEL,2011,2014,2017,2021,2022,2024
datastructure,WB.DATA360:DS_DATA360(1.3),I,A3,BGR,WB_FINDEX_ACCOUNT_T_D,_T,Y_GE15,_T,PT_RESP,INCOME_GE_Q3,_T,_T,RATIO,WB_FINDEX,602,0,WB_FINDEX,PU,A,Triennial,Bulgaria,Account ownership,Total,15 years old and over,Total,Percentage of respondents,Income Level: Richest 60%,Total,Total,Ratio,Global Findex Database,CCYY,Units,Normal value,Global Findex Database,Public,63.4703693498644,72.0666563381754,83.8787863415601,90.6857152322922,,89.43475638088681
datastructure,WB.DATA360:DS_DATA360(1.3),I,A3,GHA,WB_FINDEX_ACCOUNT_T_D,_T,Y_GE15,URB,PT_RESP,_T,_T,_T,RATIO,WB_FINDEX,602,0,WB_FINDEX,PU,A,Triennial,Ghana,Account ownership,Total,15 years old and over,Urban area,Percentage of respondents,Total,Total,Total,Ratio,Global Findex Database,CCYY,Units,Normal value,Global Findex Database,Public,,,,,,87.0072745617753
datastructure,WB.DATA360:DS_DATA360(1.3),I,A3,DNK,WB_FINDEX_ACCOUNT_T_D,_T,Y_GE15,_T,PT_RESP,_T,_T,_T,RATIO,WB_FINDEX,602,0,WB_FINDEX,PU,A,Triennial,Denmark,Account ownership,Total,15 years old and over,Total,Percentage of respondents,Total,Total,Total,Ratio,Global Findex Database,CCYY,Units,Normal value,Global Findex Database,Public,99.7367892497757,100.0,99.9173727065608,100.0,,98.6505141065248
datastructure,WB.DATA360:DS_DATA360(1.3),I,A3,PRT,WB_FINDEX_ACCOUNT_T_D,M,Y_GE15,_T,PT_RESP,_T,_T,_T,RATIO,WB_FINDEX,602,0,WB_FINDEX,PU,A,Triennial,Portugal,Account ownership,Male,15 years old and over,Total,Percentage of respondents,Total,Total,Total,Ratio,Global Findex Database,CCYY,Units,Normal value,Global Findex Database,Public,85.1370308978659,88.836294308257,94.2271062785847,95.37363382223491,,94.7574332041775
datastructure,WB.DATA360:DS_DATA360(1.3),I,A3,TCD,WB_FINDEX_ACCOUNT_T_D,_T,Y_GE15,_T,PT_RESP,INCOME_GE_Q3,_T,_T,RATIO,WB_FINDEX,602,0,WB_FINDEX,PU,A,Triennial,Chad,Account ownership,Total,15 years old and over,Total,Percentage of respondents,Income Level: Richest 60%,Total,Total,Ratio,Global Findex Database,CCYY,Units,Normal value,Global Findex Database,Public,,15.964676204837499,26.8361014984162,,23.6793874164202,20.7856126019284
datastructure,WB.DATA360:DS_DATA360(1.3),I,A3,ITA,WB_FINDEX_ACCOUNT_T_D,_T,Y_GE15,_T,PT_RESP,_T,_T,_T,RATIO,WB_FINDEX,602,0,WB_FINDEX,PU,A,Triennial,Italy,Account ownership,Total,15 years old and over,Total,Percentage of respondents,Total,Total,Total,Ratio,Global Findex Database,CCYY,Units,Normal value,Global Findex Database,Public,71.00853051899429,87.33457706584579,93.7850200329756,97.2945565478995,,86.0191093278992
datastructure,WB.DATA360:DS_DATA360(1.3),I,A3,PHL,WB_FINDEX_ACCOUNT_T_D,_T,Y_GE15,_T,PT_RESP,INCOME_Q1T2,_T,_T,RATIO,WB_FINDEX,602,0,WB_FINDEX,PU,A,Triennial,Philippines,Account ownership,Total,15 years old and over,Total,Percentage of respondents,Income Level: Poorest 40%,Total,Total,Ratio,Global Findex Database,CCYY,Units,Normal value,Global Findex Database,Public,9.88938824222288,18.0376718059275,18.026352423053698,33.98739740938,,34.4399006408424
datastructure,WB.DATA360:DS_DATA360(1.3),I,A3,LTU,WB_FINDEX_ACCOUNT_T_D,_T,Y_GE15,_T,PT_RESP,_T,LFP_OUTWORK,_T,RATIO,WB_FINDEX,602,0,WB_FINDEX,PU,A,Triennial,Lithuania,Account ownership,Total,15 years old and over,Total,Percentage of respondents,Total,Employment: Out of the workforce/labor force,Total,Ratio,Global Findex Database,CCYY,Units,Normal value,Global Findex Database,Public,56.3839072463054,58.1445023428987,64.7844462579148,87.7528718083931,,98.6714844419299
datastructure,WB.DATA360:DS_DATA360(1.3),I,A3,GTM,WB_FINDEX_ACCOUNT_T_D,_T,Y_GE15,_T,PT_RESP,_T,LFP_OUTWORK,_T,RATIO,WB_FINDEX,602,0,WB_FINDEX,PU,A,Triennial,Guatemala,Account ownership,Total,15 years old and over,Total,Percentage of respondents,Total,Employment: Out of the workforce/labor force,Total,Ratio,Global Findex Database,CCYY,Units,Normal value,Global Findex Database,Public,14.7896192750077,27.3698158475988,31.9950930541901,,29.0060283995831,29.6665881948375
datastructure,WB.DATA360:DS_DATA360(1.3),I,A3,SSA,WB_FINDEX_ACCOUNT_T_D,F,Y_GE15,_T,PT_RESP,_T,_T,_T,RATIO,WB_FINDEX,602,0,WB_FINDEX,PU,A,Triennial,Sub-Saharan Africa (excluding high income),Account ownership,Female,15 years old and over,Total,Percentage of respondents,Total,Total,Total,Ratio,Global Findex Database,CCYY,Units,Normal value,Global Findex Database,Public,20.8630288030656,29.889345962455398,36.7369504247185,43.303880406959,,52.297999913136906
datastructure,WB.DATA360:DS_DATA360(1.3),I,A3,UMC,WB_FINDEX_ACCOUNT_T_D,F,Y_GE15,_T,PT_RESP,_T,_T,_T,RATIO,WB_FINDEX,602,0,WB_FINDEX,PU,A,Triennial,Upper middle income,Account ownership,Female,15 years old and over,Total,Percentage of respondents,Total,Total,Total,Ratio,Global Findex Database,CCYY,Units,Normal value,Global Findex Database,Public,52.3800906919868,68.2419852124028,68.93659256499,80.0701315576952,,82.4502183993987
datastructure,WB.DATA360:DS_DATA360(1.3),I,A3,SEN,WB_FINDEX_ACCOUNT_T_D,_T,Y_GE15,URB,PT_RESP,_T,_T,_T,RATIO,WB_FINDEX,602,0,WB_FINDEX,PU,A,Triennial,Senegal,Account ownership,Total,15 years old and over,Urban area,Percentage of respondents,Total,Total,Total,Ratio,Global Findex Database,CCYY,Units,Normal value,Global Findex Database,Public,,,,,,79.74433582557961
datastructure,WB.DATA360:DS_DATA360(1.3),I,A3,HUN,WB_FINDEX_ACCOUNT_T_D,M,Y_GE15,_T,PT_RESP,_T,_T,_T,RATIO,WB_FINDEX,602,0,WB_FINDEX,PU,A,Triennial,Hungary,Account ownership,Male,15 years old and over,Total,Percentage of respondents,Total,Total,Total,Ratio,Global Findex Database,CCYY,Units,Normal value,Global Findex Database,Public,72.2140761490061,71.98016771610651,78.1625656875111,89.73230512022839,,90.5416666845822
datastructure,WB.DATA360:DS_DATA360(1.3),I,A3,MMR,WB_FINDEX_ACCOUNT_T_D,_T,Y_GE15,_T,PT_RESP,_T,_T,ISCED11_GE_2_3,RATIO,WB_FINDEX,602,0,WB_FINDEX,PU,A,Triennial,Myanmar,Account ownership,Total,15 years old and over,Total,Percentage of respondents,Total,Total,Education: Secondary education or more,Ratio,Global Findex Database,CCYY,Units,Normal value,Global Findex Database,Public,,26.439811202553898,30.4862521576091,67.7047009982664,,
datastructure,WB.DATA360:DS_DATA360(1.3),I,A3,OMN,WB_FINDEX_ACCOUNT_T_D,_T,Y_GE15,_T,PT_RESP,_T,LFP_INWORK,_T,RATIO,WB_FINDEX,602,0,WB_FINDEX,PU,A,Triennial,Oman,Account ownership,Total,15 years old and over,Total,Percentage of respondents,Total,Employment: In the workforce/labor force,Total,Ratio,Global Findex Database,CCYY,Units,Normal value,Global Findex Database,Public,87.1904590594952,,,,,73.6354219706984
datastructure,WB.DATA360:DS_DATA360(1.3),I,A3,ETH,WB_FINDEX_ACCOUNT_T_D,M,Y_GE15,_T,PT_RESP,_T,_T,_T,RATIO,WB_FINDEX,602,0,WB_FINDEX,PU,A,Triennial,Ethiopia,Account ownership,Male,15 years old and over,Total,Percentage of respondents,Total,Total,Total,Ratio,Global Findex Database,CCYY,Units,Normal value,Global Findex Database,Public,,22.6220561075517,40.943876597702896,,54.682600043818496,56.5265673875994
datastructure,WB.DATA360:DS_DATA360(1.3),I,A3,PAN,WB_FINDEX_ACCOUNT_T_D,M,Y_GE15,_T,PT_RESP,_T,_T,_T,RATIO,WB_FINDEX,602,0,WB_FINDEX,PU,A,Triennial,Panama,Account ownership,Male,15 years old and over,Total,Percentage of respondents,Total,Total,Total,Ratio,Global Findex Database,CCYY,Units,Normal value,Global Findex Database,Public,26.5485419080916,47.018842954084,50.8590416345078,46.9461469356743,,70.39151204860799
datastructure,WB.DATA360:DS_DATA360(1.3),I,A3,AGO,WB_FINDEX_ACCOUNT_T_D,_T,Y15T24,_T,PT_RESP,_T,_T,_T,RATIO,WB_FINDEX,602,0,WB_FINDEX,PU,A,Triennial,Angola,Account ownership,Total,15 to 24 years old,Total,Percentage of respondents,Total,Total,Total,Ratio,Global Findex Database,CCYY,Units,Normal value,Global Findex Database,Public,30.4581974286428,14.8649616480157,,,,
datastructure,WB.DATA360:DS_DATA360(1.3),I,A3,CYP,WB_FINDEX_ACCOUNT_T_D,M,Y_GE15,_T,PT_RESP,_T,_T,_T,RATIO,WB_FINDEX,602,0,WB_FINDEX,PU,A,Triennial,Cyprus,Account ownership,Male,15 years old and over,Total,Percentage of respondents,Total,Total,Total,Ratio,Global Findex Database,CCYY,Units,Normal value,Global Findex Database,Public,87.61608670433641,90.0027712092488,87.31525140223239,93.6180350466425,,94.2661652599799
datastructure,WB.DATA360:DS_DATA360(1.3),I,A3,UGA,WB_FINDEX_ACCOUNT_T_D,_T,Y_GE25,_T,PT_RESP,_T,_T,_T,RATIO,WB_FINDEX,602,0,WB_FINDEX,PU,A,Triennial,Uganda,Account ownership,Total,25 years old and over,Total,Percentage of respondents,Total,Total,Total,Ratio,Global Findex Database,CCYY,Units,Normal value,Global Findex Database,Public,26.2182801037121,50.9221527453947,60.6080276224175,68.1297546394425,,76.9347109084957
datastructure,WB.DATA360:DS_DATA360(1.3),I,A3,ESP,WB_FINDEX_ACCOUNT_T_D,_T,Y_GE15,_T,PT_RESP,_T,_T,_T,RATIO,WB_FINDEX,602,0,WB_FINDEX,PU,A,Triennial,Spain,Account ownership,Total,15 years old and over,Total,Percentage of respondents,Total,Total,Total,Ratio,Global Findex Database,CCYY,Units,Normal value,Global Findex Database,Public,93.2776030316529,97.5753065847114,93.7557046938372,98.2984394535205,,98.38074164639889
datastructure,WB.DATA360:DS_DATA360(1.3),I,A3,PRT,WB_FINDEX_ACCOUNT_T_D,F,Y_GE15,_T,PT_RESP,_T,_T,_T,RATIO,WB_FINDEX,602,0,WB_FINDEX,PU,A,Triennial,Portugal,Account ownership,Female,15 years old and over,Total,Percentage of respondents,Total,Total,Total,Ratio,Global Findex Database,CCYY,Units,Normal value,Global Findex Database,Public,77.8040264825177,86.1084057847642,90.6221218428997,90.1829437176053,,88.166050754656
datastructure,WB.DATA360:DS_DATA360(1.3),I,A3,JOR,WB_FINDEX_ACCOUNT_T_D,_T,Y15T24,_T,PT_RESP,_T,_T,_T,RATIO,WB_FINDEX,602,0,WB_FINDEX,PU,A,Triennial,Jordan,Account ownership,Total,15 to 24 years old,Total,Percentage of respondents,Total,Total,Total,Ratio,Global Findex Database,CCYY,Units,Normal value,Global Findex Database,Public,11.4777111706986,12.4092004930098,25.211314509357102,28.688442306767097,,29.248347433946098
datastructure,WB.DATA360:DS_DATA360(1.3),I,A3,EST,WB_FINDEX_ACCOUNT_T_D,_T,Y15T24,_T,PT_RESP,_T,_T,_T,RATIO,WB_FINDEX,602,0,WB_FINDEX,PU,A,Triennial,Estonia,Account ownership,Total,15 to 24 years old,Total,Percentage of respondents,Total,Total,Total,Ratio,Global Findex Database,CCYY,Units,Normal value,Global Findex Database,Public,90.8259500089668,90.6345809333492,91.9284202013542,100.0,,98.233313148414
datastructure,WB.DATA360:DS_DATA360(1.3),I,A3,CHL,WB_FINDEX_ACCOUNT_T_D,_T,Y_GE15,_T,PT_RESP,_T,LFP_INWORK,_T,RATIO,WB_FINDEX,602,0,WB_FINDEX,PU,A,Triennial,Chile,Account ownership,Total,15 years old and over,Total,Percentage of respondents,Total,Employment: In the workforce/labor force,Total,Ratio,Global Findex Database,CCYY,Units,Normal value,Global Findex Database,Public,54.7414476542673,76.4141228948688,84.1995896511564,92.308963675141,,90.2249685442156
datastructure,WB.DATA360:DS_DATA360(1.3),I,A3,UZB,WB_FINDEX_ACCOUNT_T_D,M,Y_GE15,_T,PT_RESP,_T,_T,_T,RATIO,WB_FINDEX,602,0,WB_FINDEX,PU,A,Triennial,Uzbekistan,Account ownership,Male,15 years old and over,Total,Percentage of respondents,Total,Total,Total,Ratio,Global Findex Database,CCYY,Units,Normal value,Global Findex Database,Public,23.8178070360844,42.192184445559796,38.3331690579668,50.2356196575346,,58.5397971163848
datastructure,WB.DATA360:DS_DATA360(1.3),I,A3,SWZ,WB_FINDEX_ACCOUNT_T_D,_T,Y_GE15,_T,PT_RESP,_T,LFP_INWORK,_T,RATIO,WB_FINDEX,602,0,WB_FINDEX,PU,A,Triennial,Eswatini,Account ownership,Total,15 years old and over,Total,Percentage of respondents,Total,Employment: In the workforce/labor force,Total,Ratio,Global Findex Database,CCYY,Units,Normal value,Global Findex Database,Public,61.085199252435096,,,,76.8914694946893,75.8590757584831
datastructure,WB.DATA360:DS_DATA360(1.3),I,A3,GBR,WB_FINDEX_ACCOUNT_T_D,_T,Y_GE25,_T,PT_RESP,_T,_T,_T,RATIO,WB_FINDEX,602,0,WB_FINDEX,PU,A,Triennial,United Kingdom,Account ownership,Total,25 years old and over,Total,Percentage of respondents,Total,Total,Total,Ratio,Global Findex Database,CCYY,Units,Normal value,Global Findex Database,Public,97.95489767626961,100.0,98.7131823330391,99.73534682063901,,99.1760136035857
datastructure,WB.DATA360:DS_DATA360(1.3),I,A3,NOR,WB_FINDEX_ACCOUNT_T_D,_T,Y_GE15,_T,PT_RESP,_T,_T,ISCED11_GE_2_3,RATIO,WB_FINDEX,602,0,WB_FINDEX,PU,A,Triennial,Norway,Account ownership,Total,15 years old and over,Total,Percentage of respondents,Total,Total,Education: Secondary education or more,Ratio,Global Findex Database,CCYY,Units,Normal value,Global Findex Database,Public,,100.0,100.0,100.0,,98.8286252319689
datastructure,WB.DATA360:DS_DATA360(1.3),I,A3,VNM,WB_FINDEX_ACCOUNT_T_D,M,Y_GE15,_T,PT_RESP,_T,_T,_T,RATIO,WB_FINDEX,602,0,WB_FINDEX,PU,A,Triennial,Vietnam,Account ownership,Male,15 years old and over,Total,Percentage of respondents,Total,Total,Total,Ratio,Global Findex Database,CCYY,Units,Normal value,Global Findex Database,Public,24.0045644646234,29.8183388205363,31.205098956473897,,59.955297499343196,71.2493314689508
datastructure,WB.DATA360:DS_DATA360(1.3),I,A3,NZL,WB_FINDEX_ACCOUNT_T_D,M,Y_GE15,_T,PT_RESP,_T,_T,_T,RATIO,WB_FINDEX,602,0,WB_FINDEX,PU,A,Triennial,New Zealand,Account ownership,Male,15 years old and over,Total,Percentage of respondents,Total,Total,Total,Ratio,Global Findex Database,CCYY,Units,Normal value,Global Findex Database,Public,99.42394669281211,99.86442583758371,98.9938936356366,98.2310978111708,,97.163339063554
datastructure,WB.DATA360:DS_DATA360(1.3),I,A3,GIN,WB_FINDEX_ACCOUNT_T_D,F,Y_GE15,_T,PT_RESP,_T,_T,_T,RATIO,WB_FINDEX,602,0,WB_FINDEX,PU,A,Triennial,Guinea,Account ownership,Female,15 years old and over,Total,Percentage of respondents,Total,Total,Total,Ratio,Global Findex Database,CCYY,Units,Normal value,Global Findex Database,Public,,,19.6709747491521,24.0050046269956,,31.238054629316704
datastructure,WB.DATA360:DS_DATA360(1.3),I,A3,JPN,WB_FINDEX_ACCOUNT_T_D,_T,Y15T24,_T,PT_RESP,_T,_T,_T,RATIO,WB_FINDEX,602,0,WB_FINDEX,PU,A,Triennial,Japan,Account ownership,Total,15 to 24 years old,Total,Percentage of respondents,Total,Total,Total,Ratio,Global Findex Database,CCYY,Units,Normal value,Global Findex Database,Public,85.8536831766302,81.5084360592904,86.6675942158751,90.2280328147491,,97.3861999475278
datastructure,WB.DATA360:DS_DATA360(1.3),I,A3,COM,WB_FINDEX_ACCOUNT_T_D,_T,Y_GE15,_T,PT_RESP,INCOME_Q1T2,_T,_T,RATIO,WB_FINDEX,602,0,WB_FINDEX,PU,A,Triennial,Comoros,Account ownership,Total,15 years old and over,Total,Percentage of respondents,Income Level: Poorest 40%,Total,Total,Ratio,Global Findex Database,CCYY,Units,Normal value,Global Findex Database,Public,10.5956388133598,,,,26.7967957026729,35.010900444695295
datastructure,WB.DATA360:DS_DATA360(1.3),I,A3,DEU,WB_FINDEX_ACCOUNT_T_D,_T,Y_GE15,_T,PT_RESP,INCOME_Q1T2,_T,_T,RATIO,WB_FINDEX,602,0,WB_FINDEX,PU,A,Triennial,Germany,Account ownership,Total,15 years old and over,Total,Percentage of respondents,Income Level: Poorest 40%,Total,Total,Ratio,Global Findex Database,CCYY,Units,Normal value,Global Findex Database,Public,98.1317513095814,96.991104838581,98.1222665174376,99.9411107337912,,98.5525412015415
datastructure,WB.DATA360:DS_DATA360(1.3),I,A3,MYS,WB_FINDEX_ACCOUNT_T_D,F,Y_GE15,_T,PT_RESP,_T,_T,_T,RATIO,WB_FINDEX,602,0,WB_FINDEX,PU,A,Triennial,Malaysia,Account ownership,Female,15 years old and over,Total,Percentage of respondents,Total,Total,Total,Ratio,Global Findex Database,CCYY,Units,Normal value,Global Findex Database,Public,63.096471921617805,78.091298691164,82.4785366568756,87.5146527341944,,88.22647016843021
datastructure,WB.DATA360:DS_DATA360(1.3),I,A3,AGO,WB_FINDEX_ACCOUNT_T_D,_T,Y_GE15,_T,PT_RESP,_T,LFP_INWORK,_T,RATIO,WB_FINDEX,602,0,WB_FINDEX,PU,A,Triennial,Angola,Account ownership,Total,15 years old and over,Total,Percentage of respondents,Total,Employment: In the workforce/labor force,Total,Ratio,Global Findex Database,CCYY,Units,Normal value,Global Findex Database,Public,60.359489008016,37.178606720269805,,,,
datastructure,WB.DATA360:DS_DATA360(1.3),I,A3,MDA,WB_FINDEX_ACCOUNT_T_D,_T,Y_GE15,RUR,PT_RESP,_T,_T,_T,RATIO,WB_FINDEX,602,0,WB_FINDEX,PU,A,Triennial,Moldova,Account ownership,Total,15 years old and over,Rural area,Percentage of respondents,Total,Total,Total,Ratio,Global Findex Database,CCYY,Units,Normal value,Global Findex Database,Public,,,,,,48.281112839654
datastructure,WB.DATA360:DS_DATA360(1.3),I,A3,TTO,WB_FINDEX_ACCOUNT_T_D,_T,Y_GE15,_T,PT_RESP,_T,_T,_T,RATIO,WB_FINDEX,602,0,WB_FINDEX,PU,A,Triennial,Trinidad and Tobago,Account ownership,Total,15 years old and over,Total,Percentage of respondents,Total,Total,Total,Ratio,Global Findex Database,CCYY,Units,Normal value,Global Findex Database,Public,75.9220595177181,,80.7833517134774,,,74.5920641469519
datastructure,WB.DATA360:DS_DATA360(1.3),I,A3,AZE,WB_FINDEX_ACCOUNT_T_D,_T,Y_GE15,_T,PT_RESP,INCOME_GE_Q3,_T,_T,RATIO,WB_FINDEX,602,0,WB_FINDEX,PU,A,Triennial,Azerbaijan,Account ownership,Total,15 years old and over,Total,Percentage of respondents,Income Level: Richest 60%,Total,Total,Ratio,Global Findex Database,CCYY,Units,Normal value,Global Findex Database,Public,19.3850220495136,32.0497793555669,35.4987975852585,,53.34308892069139,66.37947664870289
datastructure,WB.DATA360:DS_DATA360(1.3),I,A3,TCD,WB_FINDEX_ACCOUNT_T_D,_T,Y15T24,_T,PT_RESP,_T,_T,_T,RATIO,WB_FINDEX,602,0,WB_FINDEX,PU,A,Triennial,Chad,Account ownership,Total,15 to 24 years old,Total,Percentage of respondents,Total,Total,Total,Ratio,Global Findex Database,CCYY,Units,Normal value,Global Findex Database,Public,,8.08734609499271,17.9483486921341,,18.9175152475201,20.7374442412509
datastructure,WB.DATA360:DS_DATA360(1.3),I,A3,MYS,WB_FINDEX_ACCOUNT_T_D,M,Y_GE15,_T,PT_RESP,_T,_T,_T,RATIO,WB_FINDEX,602,0,WB_FINDEX,PU,A,Triennial,Malaysia,Account ownership,Male,15 years old and over,Total,Percentage of respondents,Total,Total,Total,Ratio,Global Findex Database,CCYY,Units,Normal value,Global Findex Database,Public,69.2193780332553,83.01297888665951,87.9162881853072,89.2317012460191,,89.1413579480248
datastructure,WB.DATA360:DS_DATA360(1.3),I,A3,CYP,WB_FINDEX_ACCOUNT_T_D,_T,Y_GE15,_T,PT_RESP,_T,_T,ISCED11_GE_2_3,RATIO,WB_FINDEX,602,0,WB_FINDEX,PU,A,Triennial,Cyprus,Account ownership,Total,15 years old and over,Total,Percentage of respondents,Total,Total,Education: Secondary education or more,Ratio,Global Findex Database,CCYY,Units,Normal value,Global Findex Database,Public,91.5909369722185,91.8306674991186,91.3188939230501,94.2485860950523,,95.9011797907229
datastructure,WB.DATA360:DS_DATA360(1.3),I,A3,PAK,WB_FINDEX_ACCOUNT_T_D,F,Y_GE15,_T,PT_RESP,_T,_T,_T,RATIO,WB_FINDEX,602,0,WB_FINDEX,PU,A,Triennial,Pakistan,Account ownership,Female,15 years old and over,Total,Percentage of respondents,Total,Total,Total,Ratio,Global Findex Database,CCYY,Units,Normal value,Global Findex Database,Public,2.95357740083598,4.843746855175491,7.025063872684189,13.4784970707722,,11.9121696598431
datastructure,WB.DATA360:DS_DATA360(1.3),I,A3,MLT,WB_FINDEX_ACCOUNT_T_D,_T,Y_GE25,_T,PT_RESP,_T,_T,_T,RATIO,WB_FINDEX,602,0,WB_FINDEX,PU,A,Triennial,Malta,Account ownership,Total,25 years old and over,Total,Percentage of respondents,Total,Total,Total,Ratio,Global Findex Database,CCYY,Units,Normal value,Global Findex Database,Public,96.6174051291039,97.384853239482,97.3468359887329,96.7605593689434,,96.6148861570087
datastructure,WB.DATA360:DS_DATA360(1.3),I,A3,BLZ,WB_FINDEX_ACCOUNT_T_D,_T,Y_GE15,_T,PT_RESP,_T,_T,ISCED11_0T1,RATIO,WB_FINDEX,602,0,WB_FINDEX,PU,A,Triennial,Belize,Account ownership,Total,15 years old and over,Total,Percentage of respondents,Total,Total,Education: Primary education or less,Ratio,Global Findex Database,CCYY,Units,Normal value,Global Findex Database,Public,,41.325390252083096,,,,55.3456424872489
datastructure,WB.DATA360:DS_DATA360(1.3),I,A3,GEO,WB_FINDEX_ACCOUNT_T_D,_T,Y_GE15,RUR,PT_RESP,_T,_T,_T,RATIO,WB_FINDEX,602,0,WB_FINDEX,PU,A,Triennial,Georgia,Account ownership,Total,15 years old and over,Rural area,Percentage of respondents,Total,Total,Total,Ratio,Global Findex Database,CCYY,Units,Normal value,Global Findex Database,Public,,,,,,73.1368735858149
datastructure,WB.DATA360:DS_DATA360(1.3),I,A3,YEM,WB_FINDEX_ACCOUNT_T_D,_T,Y_GE15,_T,PT_RESP,_T,LFP_OUTWORK,_T,RATIO,WB_FINDEX,602,0,WB_FINDEX,PU,A,Triennial,"Yemen, Rep.",Account ownership,Total,15 years old and over,Total,Percentage of respondents,Total,Employment: Out of the workforce/labor force,Total,Ratio,Global Findex Database,CCYY,Units,Normal value,Global Findex Database,Public,,,,,6.993929417864241,
datastructure,WB.DATA360:DS_DATA360(1.3),I,A3,PER,WB_FINDEX_ACCOUNT_T_D,_T,Y_GE15,RUR,PT_RESP,_T,_T,_T,RATIO,WB_FINDEX,602,0,WB_FINDEX,PU,A,Triennial,Peru,Account ownership,Total,15 years old and over,Rural area,Percentage of respondents,Total,Total,Total,Ratio,Global Findex Database,CCYY,Units,Normal value,Global Findex Database,Public,,,,,,55.665211686853
datastructure,WB.DATA360:DS_DATA360(1.3),I,A3,SEN,WB_FINDEX_ACCOUNT_T_D,_T,Y_GE15,RUR,PT_RESP,_T,_T,_T,RATIO,WB_FINDEX,602,0,WB_FINDEX,PU,A,Triennial,Senegal,Account ownership,Total,15 years old and over,Rural area,Percentage of respondents,Total,Total,Total,Ratio,Global Findex Database,CCYY,Units,Normal value,Global Findex Database,Public,,,,,,73.4375029343975
datastructure,WB.DATA360:DS_DATA360(1.3),I,A3,PHL,WB_FINDEX_ACCOUNT_T_D,_T,Y_GE15,_T,PT_RESP,_T,LFP_INWORK,_T,RATIO,WB_FINDEX,602,0,WB_FINDEX,PU,A,Triennial,Philippines,Account ownership,Total,15 years old and over,Total,Percentage of respondents,Total,Employment: In the workforce/labor force,Total,Ratio,Global Findex Database,CCYY,Units,Normal value,Global Findex Database,Public,28.784066257011098,36.8665055939938,39.4148931189786,57.594693061578496,,54.1186565679182
datastructure,WB.DATA360:DS_DATA360(1.3),I,A3,MNA,WB_FINDEX_ACCOUNT_T_D,_T,Y_GE25,_T,PT_RESP,_T,_T,_T,RATIO,WB_FINDEX,602,0,WB_FINDEX,PU,A,Triennial,"Middle East, North Africa, Afghanistan & Pakistan (excluding high income)",Account ownership,Total,25 years old and over,Total,Percentage of respondents,Total,Total,Total,Ratio,Global Findex Database,CCYY,Units,Normal value,Global Findex Database,Public,26.2316793289186,33.549135842606795,44.0527583506079,39.7922875293452,,46.6287249810929
datastructure,WB.DATA360:DS_DATA360(1.3),I,A3,MEX,WB_FINDEX_ACCOUNT_T_D,_T,Y15T24,_T,PT_RESP,_T,_T,_T,RATIO,WB_FINDEX,602,0,WB_FINDEX,PU,A,Triennial,Mexico,Account ownership,Total,15 to 24 years old,Total,Percentage of respondents,Total,Total,Total,Ratio,Global Findex Database,CCYY,Units,Normal value,Global Findex Database,Public,28.570910342422103,32.0600603809052,31.320950512023398,,50.0434860736247,44.6702387701333
datastructure,WB.DATA360:DS_DATA360(1.3),I,A3,LSO,WB_FINDEX_ACCOUNT_T_D,_T,Y_GE25,_T,PT_RESP,_T,_T,_T,RATIO,WB_FINDEX,602,0,WB_FINDEX,PU,A,Triennial,Lesotho,Account ownership,Total,25 years old and over,Total,Percentage of respondents,Total,Total,Total,Ratio,Global Findex Database,CCYY,Units,Normal value,Global Findex Database,Public,20.5352363276308,,48.0336054032148,,64.3362630011018,64.9069682591266
datastructure,WB.DATA360:DS_DATA360(1.3),I,A3,KWT,WB_FINDEX_ACCOUNT_T_D,_T,Y_GE15,URB,PT_RESP,_T,_T,_T,RATIO,WB_FINDEX,602,0,WB_FINDEX,PU,A,Triennial,Kuwait,Account ownership,Total,15 years old and over,Urban area,Percentage of respondents,Total,Total,Total,Ratio,Global Findex Database,CCYY,Units,Normal value,Global Findex Database,Public,,,,,,73.2398830858319
datastructure,WB.DATA360:DS_DATA360(1.3),I,A3,AUS,WB_FINDEX_ACCOUNT_T_D,_T,Y_GE15,_T,PT_RESP,INCOME_Q1T2,_T,_T,RATIO,WB_FINDEX,602,0,WB_FINDEX,PU,A,Triennial,Australia,Account ownership,Total,15 years old and over,Total,Percentage of respondents,Income Level: Poorest 40%,Total,Total,Ratio,Global Findex Database,CCYY,Units,Normal value,Global Findex Database,Public,97.9535462742265,100.0,99.2878443540561,98.3045518736545,,96.8175014225166
